+++++++++++++++++++++++++++++++++++++++++++++
++++++++++       REPORT INFO       ++++++++++
+++++++++++++++++++++++++++++++++++++++++++++


SUMMARY
===============================================
|     Property     |          Value           |
===============================================
| User             | runner                   |
| Host             | 2ba9fdf1c0bc             |
| Tool             | Riviera-PRO 2023.04      |
| Report file      | /home/runner/cov.txt     |
| Report date      | 2024-04-29 15:34         |
| Report arguments | -verbose                 |
| Input file       | /home/runner/fcover.acdb |
| Input file date  | 2024-04-29 15:34         |
| Number of tests  | 1                        |
===============================================


TEST DETAILS
==============================================
| Property |              Value              |
==============================================
| Test     | fcover.acdb:fcover              |
| Status   | Ok                              |
| Args     | asim +access+r                  |
| Simtime  | 15757390000 ps                  |
| Cputime  | 16.912 s                        |
| Seed     | 1                               |
| Date     | 2024-04-29 15:33                |
| User     | runner                          |
| Host     | 2ba9fdf1c0bc                    |
| Host os  | Linux64                         |
| Tool     | Riviera-PRO 2023.04 (simulator) |
==============================================


+++++++++++++++++++++++++++++++++++++++++++++
++++++++++     DESIGN HIERARCHY    ++++++++++
+++++++++++++++++++++++++++++++++++++++++++++


CUMULATIVE SUMMARY
=============================================
|    Coverage Type    | Weight | Hits/Total |
=============================================
| Covergroup Coverage |      1 |    68.284% |
|---------------------|--------|------------|
| Types               |        |      0 / 1 |
=============================================
CUMULATIVE INSTANCE-BASED COVERAGE: 68.284%
COVERED INSTANCES: 0 / 1
FILES: 1


CLASS - /\package tb_pkg\/uart_coverage : work.tb_pkg/\tb_pkg uart_coverage \


    SUMMARY
    =============================================
    |    Coverage Type    | Weight | Hits/Total |
    =============================================
    | Covergroup Coverage |      1 |    68.284% |
    |---------------------|--------|------------|
    | Types               |        |      0 / 1 |
    =============================================
    WEIGHTED AVERAGE LOCAL: 68.284%


    COVERGROUP COVERAGE
    ==================================================================================
    |                  Covergroup                  |   Hits   |  Goal /  |  Status   |
    | bin auto[106]                                |        0 |        1 | Zero      |
    | bin auto[107]                                |        0 |        1 | Zero      |
    | bin auto[108]                                |        0 |        1 | Zero      |
    | bin auto[109]                                |        0 |        1 | Zero      |
    | bin auto[110]                                |        0 |        1 | Zero      |
    | bin auto[111]                                |        0 |        1 | Zero      |
    | bin auto[112]                                |        0 |        1 | Zero      |
    | bin auto[113]                                |        0 |        1 | Zero      |
    | bin auto[114]                                |        0 |        1 | Zero      |
    | bin auto[115]                                |        0 |        1 | Zero      |
    | bin auto[116]                                |        0 |        1 | Zero      |
    | bin auto[117]                                |        0 |        1 | Zero      |
    | bin auto[118]                                |        0 |        1 | Zero      |
    | bin auto[119]                                |        0 |        1 | Zero      |
    | bin auto[120]                                |        0 |        1 | Zero      |
    | bin auto[121]                                |        0 |        1 | Zero      |
    | bin auto[122]                                |        0 |        1 | Zero      |
    | bin auto[123]                                |        0 |        1 | Zero      |
    | bin auto[124]                                |        0 |        1 | Zero      |
    | bin auto[125]                                |        0 |        1 | Zero      |
    | bin auto[126]                                |        0 |        1 | Zero      |
    | bin auto[127]                                |        0 |        1 | Zero      |
    | bin auto[128]                                |        0 |        1 | Zero      |
    | bin auto[129]                                |        0 |        1 | Zero      |
    | bin auto[130]                                |        0 |        1 | Zero      |
    | bin auto[131]                                |        0 |        1 | Zero      |
    | bin auto[132]                                |        0 |        1 | Zero      |
    | bin auto[133]                                |        0 |        1 | Zero      |
    | bin auto[134]                                |        0 |        1 | Zero      |
    | bin auto[135]                                |        0 |        1 | Zero      |
    | bin auto[136]                                |        0 |        1 | Zero      |
    | bin auto[137]                                |        0 |        1 | Zero      |
    | bin auto[138]                                |        0 |        1 | Zero      |
    | bin auto[139]                                |        0 |        1 | Zero      |
    | bin auto[140]                                |        0 |        1 | Zero      |
    | bin auto[141]                                |        0 |        1 | Zero      |
    | bin auto[142]                                |        0 |        1 | Zero      |
    | bin auto[143]                                |        0 |        1 | Zero      |
    | bin auto[144]                                |        0 |        1 | Zero      |
    | bin auto[145]                                |        0 |        1 | Zero      |
    | bin auto[146]                                |        0 |        1 | Zero      |
    | bin auto[147]                                |        0 |        1 | Zero      |
    | bin auto[148]                                |        0 |        1 | Zero      |
    | bin auto[149]                                |        0 |        1 | Zero      |
    | bin auto[150]                                |        0 |        1 | Zero      |
    | bin auto[151]                                |        0 |        1 | Zero      |
    | bin auto[152]                                |        0 |        1 | Zero      |
    | bin auto[153]                                |        0 |        1 | Zero      |
    | bin auto[154]                                |        0 |        1 | Zero      |
    | bin auto[155]                                |        0 |        1 | Zero      |
    | bin auto[156]                                |        0 |        1 | Zero      |
    | bin auto[157]                                |        0 |        1 | Zero      |
    | bin auto[158]                                |        0 |        1 | Zero      |
    | bin auto[159]                                |        0 |        1 | Zero      |
    | bin auto[160]                                |        0 |        1 | Zero      |
    | bin auto[161]                                |        0 |        1 | Zero      |
    | bin auto[162]                                |        0 |        1 | Zero      |
    | bin auto[163]                                |        0 |        1 | Zero      |
    | bin auto[164]                                |        0 |        1 | Zero      |
    | bin auto[165]                                |        0 |        1 | Zero      |
    | bin auto[166]                                |        0 |        1 | Zero      |
    | bin auto[167]                                |        0 |        1 | Zero      |
    | bin auto[168]                                |        0 |        1 | Zero      |
    | bin auto[169]                                |        0 |        1 | Zero      |
    | bin auto[170]                                |        0 |        1 | Zero      |
    | bin auto[171]                                |        0 |        1 | Zero      |
    | bin auto[172]                                |        0 |        1 | Zero      |
    | bin auto[173]                                |        0 |        1 | Zero      |
    | bin auto[174]                                |        0 |        1 | Zero      |
    | bin auto[175]                                |        0 |        1 | Zero      |
    | bin auto[176]                                |        0 |        1 | Zero      |
    | bin auto[177]                                |        0 |        1 | Zero      |
    | bin auto[178]                                |        0 |        1 | Zero      |
    | bin auto[179]                                |        0 |        1 | Zero      |
    | bin auto[180]                                |        0 |        1 | Zero      |
    | bin auto[181]                                |        0 |        1 | Zero      |
    | bin auto[182]                                |        0 |        1 | Zero      |
    | bin auto[183]                                |        0 |        1 | Zero      |
    | bin auto[184]                                |        0 |        1 | Zero      |
    | bin auto[185]                                |        0 |        1 | Zero      |
    | bin auto[186]                                |        0 |        1 | Zero      |
    | bin auto[187]                                |        0 |        1 | Zero      |
    | bin auto[188]                                |        0 |        1 | Zero      |
    | bin auto[189]                                |        0 |        1 | Zero      |
    | bin auto[190]                                |        0 |        1 | Zero      |
    | bin auto[191]                                |        0 |        1 | Zero      |
    | bin auto[192]                                |        0 |        1 | Zero      |
    | bin auto[193]                                |        0 |        1 | Zero      |
    | bin auto[194]                                |        0 |        1 | Zero      |
    | bin auto[195]                                |        0 |        1 | Zero      |
    | bin auto[196]                                |        1 |        1 | Covered   |
    | bin auto[197]                                |        0 |        1 | Zero      |
    | bin auto[198]                                |        0 |        1 | Zero      |
    | bin auto[199]                                |        0 |        1 | Zero      |
    | bin auto[200]                                |        0 |        1 | Zero      |
    | bin auto[201]                                |        0 |        1 | Zero      |
    | bin auto[202]                                |        0 |        1 | Zero      |
    | bin auto[203]                                |        0 |        1 | Zero      |
    | bin auto[204]                                |        0 |        1 | Zero      |
    | bin auto[205]                                |        0 |        1 | Zero      |
    | bin auto[206]                                |        0 |        1 | Zero      |
    | bin auto[207]                                |        0 |        1 | Zero      |
    | bin auto[208]                                |        0 |        1 | Zero      |
    | bin auto[209]                                |        0 |        1 | Zero      |
    | bin auto[210]                                |        0 |        1 | Zero      |
    | bin auto[211]                                |        0 |        1 | Zero      |
    | bin auto[212]                                |        0 |        1 | Zero      |
    | bin auto[213]                                |        0 |        1 | Zero      |
    | bin auto[214]                                |        0 |        1 | Zero      |
    | bin auto[215]                                |        0 |        1 | Zero      |
    | bin auto[216]                                |        0 |        1 | Zero      |
    | bin auto[217]                                |        0 |        1 | Zero      |
    | bin auto[218]                                |        0 |        1 | Zero      |
    | bin auto[219]                                |        0 |        1 | Zero      |
    | bin auto[220]                                |        0 |        1 | Zero      |
    | bin auto[221]                                |        0 |        1 | Zero      |
    | bin auto[222]                                |        0 |        1 | Zero      |
    | bin auto[223]                                |        0 |        1 | Zero      |
    | bin auto[224]                                |        0 |        1 | Zero      |
    | bin auto[225]                                |        0 |        1 | Zero      |
    | bin auto[226]                                |        0 |        1 | Zero      |
    | bin auto[227]                                |        0 |        1 | Zero      |
    | bin auto[228]                                |        0 |        1 | Zero      |
    | bin auto[229]                                |        0 |        1 | Zero      |
    | bin auto[230]                                |        0 |        1 | Zero      |
    | bin auto[231]                                |        0 |        1 | Zero      |
    | bin auto[232]                                |        0 |        1 | Zero      |
    | bin auto[233]                                |        0 |        1 | Zero      |
    | bin auto[234]                                |        0 |        1 | Zero      |
    | bin auto[235]                                |        0 |        1 | Zero      |
    | bin auto[236]                                |        0 |        1 | Zero      |
    | bin auto[237]                                |        0 |        1 | Zero      |
    | bin auto[238]                                |        0 |        1 | Zero      |
    | bin auto[239]                                |        0 |        1 | Zero      |
    | bin auto[240]                                |        1 |        1 | Covered   |
    | bin auto[241]                                |        0 |        1 | Zero      |
    | bin auto[242]                                |        0 |        1 | Zero      |
    | bin auto[243]                                |        0 |        1 | Zero      |
    | bin auto[244]                                |        0 |        1 | Zero      |
    | bin auto[245]                                |        0 |        1 | Zero      |
    | bin auto[246]                                |        0 |        1 | Zero      |
    | bin auto[247]                                |        0 |        1 | Zero      |
    | bin auto[248]                                |        0 |        1 | Zero      |
    | bin auto[249]                                |        0 |        1 | Zero      |
    | bin auto[250]                                |        0 |        1 | Zero      |
    | bin auto[251]                                |        0 |        1 | Zero      |
    | bin auto[252]                                |        0 |        1 | Zero      |
    | bin auto[253]                                |        0 |        1 | Zero      |
    | bin auto[254:255]                            |        0 |        1 | Zero      |
    |----------------------------------------------|----------|----------|-----------|
    | CROSS <UNNAMED1>::BAUD_X_LENGTH              |  37.500% | 100.000% | Uncovered |
    |----------------------------------------------|----------|----------|-----------|
    | bin <baud_val[4800],length_val[7]>           |        1 |        1 | Covered   |
    | bin <baud_val[9600],length_val[5]>           |        1 |        1 | Covered   |
    | bin <baud_val[14400],length_val[6]>          |        2 |        1 | Covered   |
    | bin <baud_val[14400],length_val[8]>          |        1 |        1 | Covered   |
    | bin <baud_val[19200],length_val[5]>          |        1 |        1 | Covered   |
    | bin <baud_val[19200],length_val[8]>          |        1 |        1 | Covered   |
    | bin <baud_val[38400],length_val[5]>          |        1 |        1 | Covered   |
    | bin <baud_val[38400],length_val[8]>          |        1 |        1 | Covered   |
    | bin <baud_val[57600],length_val[6]>          |        1 |        1 | Covered   |
    ==================================================================================


